bbcream,,,,NNG,*,F,bbcream,Compound,*,*,bb/NNG/*+cream/NNG/*
beaglebone,,,,NNG,*,F,beaglebone,Compound,*,*,beagle/NNG/*+bone/NNG/*
beagleboneblack,,,,NNG,*,F,beagleboneblack,Compound,*,*,beagle/NNG/*+bone/NNG/*+black/NNG/*
beatsx,,,,NNG,*,F,beatsx,Compound,*,*,beats/NNG/*+x/NNG/*
bebesup,,,,NNG,*,F,bebesup,Compound,*,*,bebe/NNG/*+sup/NNG/*
bellabag,,,,NNG,*,F,bellabag,Compound,*,*,bella/NNG/*+bag/NNG/*
bellacuisine,,,,NNG,*,F,bellacuisine,Compound,*,*,bella/NNG/*+cuisine/NNG/*
beltbag,,,,NNG,*,F,beltbag,Compound,*,*,belt/NNG/*+bag/NNG/*
benettonkids,,,,NNG,*,F,benettonkids,Compound,*,*,benetton/NNG/*+kids/NNG/*
beoplay,,,,NNG,*,F,beoplay,Compound,*,*,beo/NNG/*+play/NNG/*
beovision,,,,NNG,*,F,beovision,Compound,*,*,beo/NNG/*+vision/NNG/*
beyerdynamic,,,,NNG,*,F,beyerdynamic,Compound,*,*,beyer/NNG/*+dynamic/NNG/*
bigfoot,,,,NNG,*,F,bigfoot,Compound,*,*,big/NNG/*+foot/NNG/*
bigfoots,,,,NNG,*,F,bigfoots,Compound,*,*,big/NNG/*+foot/NNG/*+s/NNG/*
biotank,,,,NNG,*,F,biotank,Compound,*,*,bio/NNG/*+tank/NNG/*
birkenstock,,,,NNG,*,F,birkenstock,Compound,*,*,birken/NNG/*+stock/NNG/*
birkinbag,,,,NNG,*,F,birkinbag,Compound,*,*,birkin/NNG/*+bag/NNG/*
blackanddecker,,,,NNG,*,F,blackanddecker,Compound,*,*,black/NNG/*+and/NNG/*+decker/NNG/*
blackbox,,,,NNG,*,F,blackbox,Compound,*,*,black/NNG/*+box/NNG/*
blackjean,,,,NNG,*,F,blackjean,Compound,*,*,black/NNG/*+jean/NNG/*
blackwidow,,,,NNG,*,F,blackwidow,Compound,*,*,black/NNG/*+widow/NNG/*
blackyak,,,,NNG,*,F,blackyak,Compound,*,*,black/NNG/*+yak/NNG/*
blackyakkids,,,,NNG,*,F,blackyakkids,Compound,*,*,black/NNG/*+yak/NNG/*+kids/NNG/*
blitzwolf,,,,NNG,*,F,blitzwolf,Compound,*,*,blitz/NNG/*+wolf/NNG/*
blueair,,,,NNG,*,F,blueair,Compound,*,*,blue/NNG/*+air/NNG/*
bluedogbaby,,,,NNG,*,F,bluedogbaby,Compound,*,*,blue/NNG/*+dog/NNG/*+baby/NNG/*
bluedot,,,,NNG,*,F,bluedot,Compound,*,*,blue/NNG/*+dot/NNG/*
blueled,,,,NNG,*,F,blueled,Compound,*,*,blue/NNG/*+led/NNG/*
bluelight,,,,NNG,*,F,bluelight,Compound,*,*,blue/NNG/*+light/NNG/*
blueray,,,,NNG,*,F,blueray,Compound,*,*,blue/NNG/*+ray/NNG/*
bluetooth,,,,NNG,*,F,bluetooth,Compound,*,*,blue/NNG/*+tooth/NNG/*
bmwmini,,,,NNG,*,F,bmwmini,Compound,*,*,bmw/NNG/*+mini/NNG/*
boardgame,,,,NNG,*,F,boardgame,Compound,*,*,board/NNG/*+game/NNG/*
bobbibrown,,,,NNG,*,F,bobbibrown,Compound,*,*,bobbi/NNG/*+brown/NNG/*
bodycare,,,,NNG,*,F,bodycare,Compound,*,*,body/NNG/*+care/NNG/*
bodylotion,,,,NNG,*,F,bodylotion,Compound,*,*,body/NNG/*+lotion/NNG/*
bodysuit,,,,NNG,*,F,bodysuit,Compound,*,*,body/NNG/*+suit/NNG/*
bodywash,,,,NNG,*,F,bodywash,Compound,*,*,body/NNG/*+wash/NNG/*
boggimilano,,,,NNG,*,F,boggimilano,Compound,*,*,boggi/NNG/*+milano/NNG/*
bonechina,,,,NNG,*,F,bonechina,Compound,*,*,bone/NNG/*+china/NNG/*
bonniealex,,,,NNG,*,F,bonniealex,Compound,*,*,bonnie/NNG/*+alex/NNG/*
bonoboss,,,,NNG,*,F,bonoboss,Compound,*,*,bono/NNG/*+boss/NNG/*
boogieboard,,,,NNG,*,F,boogieboard,Compound,*,*,boogie/NNG/*+board/NNG/*
bookbag,,,,NNG,*,F,bookbag,Compound,*,*,book/NNG/*+bag/NNG/*
bookcase,,,,NNG,*,F,bookcase,Compound,*,*,book/NNG/*+case/NNG/*
booklight,,,,NNG,*,F,booklight,Compound,*,*,book/NNG/*+light/NNG/*
bookstand,,,,NNG,*,F,bookstand,Compound,*,*,book/NNG/*+stand/NNG/*
booniehat,,,,NNG,*,F,booniehat,Compound,*,*,boonie/NNG/*+hat/NNG/*
bossmonster,,,,NNG,*,F,bossmonster,Compound,*,*,boss/NNG/*+monster/NNG/*
bosswiz,,,,NNG,*,F,bosswiz,Compound,*,*,boss/NNG/*+wiz/NNG/*
bostonbag,,,,NNG,*,F,bostonbag,Compound,*,*,boston/NNG/*+bag/NNG/*
bottegaveneta,,,,NNG,*,F,bottegaveneta,Compound,*,*,bottega/NNG/*+veneta/NNG/*
boxtap,,,,NNG,*,F,boxtap,Compound,*,*,box/NNG/*+tap/NNG/*
brightview,,,,NNG,*,F,brightview,Compound,*,*,bright/NNG/*+view/NNG/*
brionvega,,,,NNG,*,F,brionvega,Compound,*,*,brion/NNG/*+vega/NNG/*
broadlink,,,,NNG,*,F,broadlink,Compound,*,*,broad/NNG/*+link/NNG/*
brunellocucinelli,,,,NNG,*,F,brunellocucinelli,Compound,*,*,brunello/NNG/*+cucinelli/NNG/*
bubblebum,,,,NNG,*,F,bubblebum,Compound,*,*,bubble/NNG/*+bum/NNG/*
buckethat,,,,NNG,*,F,buckethat,Compound,*,*,bucket/NNG/*+hat/NNG/*
bucklebag,,,,NNG,*,F,bucklebag,Compound,*,*,buckle/NNG/*+bag/NNG/*
bugaboobee,,,,NNG,*,F,bugaboobee,Compound,*,*,bugaboo/NNG/*+bee/NNG/*
burtsbee,,,,NNG,*,F,burtsbee,Compound,*,*,burts/NNG/*+bee/NNG/*
burtsbees,,,,NNG,*,F,burtsbees,Compound,*,*,burts/NNG/*+bees/NNG/*
businessbag,,,,NNG,*,F,businessbag,Compound,*,*,business/NNG/*+bag/NNG/*
cacaonibs,,,,NNG,*,F,cacaonibs,Compound,*,*,cacao/NNG/*+nibs/NNG/*
camerabag,,,,NNG,*,F,camerabag,Compound,*,*,camera/NNG/*+bag/NNG/*
canadagoose,,,,NNG,*,F,canadagoose,Compound,*,*,canada/NNG/*+goose/NNG/*
canadagoosekids,,,,NNG,*,F,canadagoosekids,Compound,*,*,canada/NNG/*+goose/NNG/*+kids/NNG/*
candleholder,,,,NNG,*,F,candleholder,Compound,*,*,candle/NNG/*+holder/NNG/*
carcharger,,,,NNG,*,F,carcharger,Compound,*,*,car/NNG/*+charger/NNG/*
caresens,,,,NNG,*,F,caresens,Compound,*,*,care/NNG/*+sens/NNG/*
casabugatti,,,,NNG,*,F,casabugatti,Compound,*,*,casa/NNG/*+bugatti/NNG/*
cashmerecoat,,,,NNG,*,F,cashmerecoat,Compound,*,*,cashmere/NNG/*+coat/NNG/*
castpro,,,,NNG,*,F,castpro,Compound,*,*,cast/NNG/*+pro/NNG/*
caterinalucchi,,,,NNG,*,F,caterinalucchi,Compound,*,*,caterina/NNG/*+lucchi/NNG/*
cathkidston,,,,NNG,*,F,cathkidston,Compound,*,*,cath/NNG/*+kidston/NNG/*
cdplayer,,,,NNG,*,F,cdplayer,Compound,*,*,cd/NNG/*+player/NNG/*
cdrom,,,,NNG,*,F,cdrom,Compound,*,*,cd/NNG/*+rom/NNG/*
cdwriter,,,,NNG,*,F,cdwriter,Compound,*,*,cd/NNG/*+writer/NNG/*
ceilingfan,,,,NNG,*,F,ceilingfan,Compound,*,*,ceiling/NNG/*+fan/NNG/*
cesarepaciotti,,,,NNG,*,F,cesarepaciotti,Compound,*,*,cesare/NNG/*+paciotti/NNG/*
chainbag,,,,NNG,*,F,chainbag,Compound,*,*,chain/NNG/*+bag/NNG/*
chalkbag,,,,NNG,*,F,chalkbag,Compound,*,*,chalk/NNG/*+bag/NNG/*
chanelbag,,,,NNG,*,F,chanelbag,Compound,*,*,chanel/NNG/*+bag/NNG/*
charleskeith,,,,NNG,*,F,charleskeith,Compound,*,*,charles/NNG/*+keith/NNG/*
chiaseed,,,,NNG,*,F,chiaseed,Compound,*,*,chia/NNG/*+seed/NNG/*
chiaseeds,,,,NNG,*,F,chiaseeds,Compound,*,*,chia/NNG/*+seeds/NNG/*
chrischristy,,,,NNG,*,F,chrischristy,Compound,*,*,chris/NNG/*+christy/NNG/*
christiandior,,,,NNG,*,F,christiandior,Compound,*,*,christian/NNG/*+dior/NNG/*
ckone,,,,NNG,*,F,ckone,Compound,*,*,ck/NNG/*+one/NNG/*
cleanpop,,,,NNG,*,F,cleanpop,Compound,*,*,clean/NNG/*+pop/NNG/*
cleansingoil,,,,NNG,*,F,cleansingoil,Compound,*,*,cleansing/NNG/*+oil/NNG/*
clickpack,,,,NNG,*,F,clickpack,Compound,*,*,click/NNG/*+pack/NNG/*
clutchbag,,,,NNG,*,F,clutchbag,Compound,*,*,clutch/NNG/*+bag/NNG/*
coachbag,,,,NNG,*,F,coachbag,Compound,*,*,coach/NNG/*+bag/NNG/*
coolshot,,,,NNG,*,F,coolshot,Compound,*,*,cool/NNG/*+shot/NNG/*
corduroypant,,,,NNG,*,F,corduroypant,Compound,*,*,corduroy/NNG/*+pant/NNG/*
corduroypants,,,,NNG,*,F,corduroypants,Compound,*,*,corduroy/NNG/*+pants/NNG/*
cordzero,,,,NNG,*,F,cordzero,Compound,*,*,cord/NNG/*+zero/NNG/*
costanova,,,,NNG,*,F,costanova,Compound,*,*,costa/NNG/*+nova/NNG/*
crossbag,,,,NNG,*,F,crossbag,Compound,*,*,cross/NNG/*+bag/NNG/*
crossfirex,,,,NNG,*,F,crossfirex,Compound,*,*,cross/NNG/*+fire/NNG/*+x/NNG/*
crossfit,,,,NNG,*,F,crossfit,Compound,*,*,cross/NNG/*+fit/NNG/*
crystalshield,,,,NNG,*,F,crystalshield,Compound,*,*,crystal/NNG/*+shield/NNG/*
damplock,,,,NNG,*,F,damplock,Compound,*,*,damp/NNG/*+lock/NNG/*
deckhassium,,,,NNG,*,F,deckhassium,Compound,*,*,deck/NNG/*+hassium/NNG/*
deckhassiumpro,,,,NNG,*,F,deckhassiumpro,Compound,*,*,deck/NNG/*+hassium/NNG/*+pro/NNG/*
deepcool,,,,NNG,*,F,deepcool,Compound,*,*,deep/NNG/*+cool/NNG/*
digitalcamera,,,,NNG,*,F,digitalcamera,Compound,*,*,digital/NNG/*+camera/NNG/*
displayport,,,,NNG,*,F,displayport,Compound,*,*,display/NNG/*+port/NNG/*
diykit,,,,NNG,*,F,diykit,Compound,*,*,diy/NNG/*+kit/NNG/*
djmax,,,,NNG,*,F,djmax,Compound,*,*,dj/NNG/*+max/NNG/*
dolcegusto,,,,NNG,*,F,dolcegusto,Compound,*,*,dolce/NNG/*+gusto/NNG/*
dsptv,,,,NNG,*,F,dsptv,Compound,*,*,dsp/NNG/*+tv/NNG/*
dsub,,,,NNG,*,F,dsub,Compound,*,*,d/NNG/*+sub/NNG/*
dualeye,,,,NNG,*,F,dualeye,Compound,*,*,dual/NNG/*+eye/NNG/*
duckbag,,,,NNG,*,F,duckbag,Compound,*,*,duck/NNG/*+bag/NNG/*
duckboots,,,,NNG,*,F,duckboots,Compound,*,*,duck/NNG/*+boots/NNG/*
duckdown,,,,NNG,*,F,duckdown,Compound,*,*,duck/NNG/*+down/NNG/*
duoderm,,,,NNG,*,F,duoderm,Compound,*,*,duo/NNG/*+derm/NNG/*
duraace,,,,NNG,*,F,duraace,Compound,*,*,dura/NNG/*+ace/NNG/*
dustbag,,,,NNG,*,F,dustbag,Compound,*,*,dust/NNG/*+bag/NNG/*
duvetbar,,,,NNG,*,F,duvetbar,Compound,*,*,duvet/NNG/*+bar/NNG/*
dvdplayer,,,,NNG,*,F,dvdplayer,Compound,*,*,dvd/NNG/*+player/NNG/*
dvdram,,,,NNG,*,F,dvdram,Compound,*,*,dvd/NNG/*+ram/NNG/*
dvdrom,,,,NNG,*,F,dvdrom,Compound,*,*,dvd/NNG/*+rom/NNG/*
dvdrw,,,,NNG,*,F,dvdrw,Compound,*,*,dvd/NNG/*+rw/NNG/*
dvdtitle,,,,NNG,*,F,dvdtitle,Compound,*,*,dvd/NNG/*+title/NNG/*
dxracer,,,,NNG,*,F,dxracer,Compound,*,*,dx/NNG/*+racer/NNG/*
dzeroking,,,,NNG,*,F,dzeroking,Compound,*,*,d/NNG/*+zero/NNG/*+king/NNG/*
earbuds,,,,NNG,*,F,earbuds,Compound,*,*,ear/NNG/*+buds/NNG/*
earplugs,,,,NNG,*,F,earplugs,Compound,*,*,ear/NNG/*+plugs/NNG/*
earpods,,,,NNG,*,F,earpods,Compound,*,*,ear/NNG/*+pods/NNG/*
eastpack,,,,NNG,*,F,eastpack,Compound,*,*,east/NNG/*+pack/NNG/*
easyblue,,,,NNG,*,F,easyblue,Compound,*,*,easy/NNG/*+blue/NNG/*
easycam,,,,NNG,*,F,easycam,Compound,*,*,easy/NNG/*+cam/NNG/*
easycamp,,,,NNG,*,F,easycamp,Compound,*,*,easy/NNG/*+cam/NNG/*+p/NNG/*
easyn,,,,NNG,*,F,easyn,Compound,*,*,easy/NNG/*+n/NNG/*
easystore,,,,NNG,*,F,easystore,Compound,*,*,easy/NNG/*+store/NNG/*
ecobag,,,,NNG,*,F,ecobag,Compound,*,*,eco/NNG/*+bag/NNG/*
elandjunior,,,,NNG,*,F,elandjunior,Compound,*,*,eland/NNG/*+junior/NNG/*
elephantears,,,,NNG,*,F,elephantears,Compound,*,*,elephant/NNG/*+ears/NNG/*
elitebook,,,,NNG,*,F,elitebook,Compound,*,*,elite/NNG/*+book/NNG/*
elitedesk,,,,NNG,*,F,elitedesk,Compound,*,*,elite/NNG/*+desk/NNG/*
elkabong,,,,NNG,*,F,elkabong,Compound,*,*,el/NNG/*+kabong/NNG/*
energypad,,,,NNG,*,F,energypad,Compound,*,*,energy/NNG/*+pad/NNG/*
engineoil,,,,NNG,*,F,engineoil,Compound,*,*,engine/NNG/*+oil/NNG/*
englishtime,,,,NNG,*,F,englishtime,Compound,*,*,english/NNG/*+time/NNG/*
ergorapido,,,,NNG,*,F,ergorapido,Compound,*,*,ergo/NNG/*+rapido/NNG/*
ergostand,,,,NNG,*,F,ergostand,Compound,*,*,ergo/NNG/*+stand/NNG/*
etmini,,,,NNG,*,F,etmini,Compound,*,*,et/NNG/*+mini/NNG/*
etudehouse,,,,NNG,*,F,etudehouse,Compound,*,*,etude/NNG/*+house/NNG/*
evnroll,,,,NNG,*,F,evnroll,Compound,*,*,evn/NNG/*+roll/NNG/*
exmair,,,,NNG,*,F,exmair,Compound,*,*,ex/NNG/*+m/NNG/*+air/NNG/*
eyebalm,,,,NNG,*,F,eyebalm,Compound,*,*,eye/NNG/*+balm/NNG/*
eyebrow,,,,NNG,*,F,eyebrow,Compound,*,*,eye/NNG/*+brow/NNG/*
eyecream,,,,NNG,*,F,eyecream,Compound,*,*,eye/NNG/*+cream/NNG/*
eyefi,,,,NNG,*,F,eyefi,Compound,*,*,eye/NNG/*+fi/NNG/*
eyefix,,,,NNG,*,F,eyefix,Compound,*,*,eye/NNG/*+fi/NNG/*+x/NNG/*
eyeshadow,,,,NNG,*,F,eyeshadow,Compound,*,*,eye/NNG/*+shadow/NNG/*
eyestick,,,,NNG,*,F,eyestick,Compound,*,*,eye/NNG/*+stick/NNG/*
eyewear,,,,NNG,*,F,eyewear,Compound,*,*,eye/NNG/*+wear/NNG/*
ezcast,,,,NNG,*,F,ezcast,Compound,*,*,ez/NNG/*+cast/NNG/*
fakesocks,,,,NNG,*,F,fakesocks,Compound,*,*,fake/NNG/*+socks/NNG/*
fastcamp,,,,NNG,*,F,fastcamp,Compound,*,*,fast/NNG/*+camp/NNG/*
fatdown,,,,NNG,*,F,fatdown,Compound,*,*,fat/NNG/*+down/NNG/*
fendibag,,,,NNG,*,F,fendibag,Compound,*,*,fendi/NNG/*+bag/NNG/*
ferragamobag,,,,NNG,*,F,ferragamobag,Compound,*,*,ferragamo/NNG/*+bag/NNG/*
filagolf,,,,NNG,*,F,filagolf,Compound,*,*,fila/NNG/*+golf/NNG/*
filakids,,,,NNG,*,F,filakids,Compound,*,*,fila/NNG/*+kids/NNG/*
firefly,,,,NNG,*,F,firefly,Compound,*,*,fire/NNG/*+fly/NNG/*
fitbit,,,,NNG,*,F,fitbit,Compound,*,*,fit/NNG/*+bit/NNG/*
fitflop,,,,NNG,*,F,fitflop,Compound,*,*,fit/NNG/*+flop/NNG/*
flapbag,,,,NNG,*,F,flapbag,Compound,*,*,flap/NNG/*+bag/NNG/*
flashair,,,,NNG,*,F,flashair,Compound,*,*,flash/NNG/*+air/NNG/*
flashstand,,,,NNG,*,F,flashstand,Compound,*,*,flash/NNG/*+stand/NNG/*
flatsandal,,,,NNG,*,F,flatsandal,Compound,*,*,flat/NNG/*+sandal/NNG/*
flatshoe,,,,NNG,*,F,flatshoe,Compound,*,*,flat/NNG/*+shoe/NNG/*
flatshoes,,,,NNG,*,F,flatshoes,Compound,*,*,flat/NNG/*+shoes/NNG/*
flipflop,,,,NNG,*,F,flipflop,Compound,*,*,flip/NNG/*+flop/NNG/*
floppyhat,,,,NNG,*,F,floppyhat,Compound,*,*,floppy/NNG/*+hat/NNG/*
flyfit,,,,NNG,*,F,flyfit,Compound,*,*,fly/NNG/*+fit/NNG/*
foamroller,,,,NNG,*,F,foamroller,Compound,*,*,foam/NNG/*+roller/NNG/*
foldingbag,,,,NNG,*,F,foldingbag,Compound,*,*,folding/NNG/*+bag/NNG/*
foldingtable,,,,NNG,*,F,foldingtable,Compound,*,*,folding/NNG/*+table/NNG/*
forcerecon,,,,NNG,*,F,forcerecon,Compound,*,*,force/NNG/*+recon/NNG/*
frenchcat,,,,NNG,*,F,frenchcat,Compound,*,*,french/NNG/*+cat/NNG/*
fujicamera,,,,NNG,*,F,fujicamera,Compound,*,*,fuji/NNG/*+camera/NNG/*
fujifilm,,,,NNG,*,F,fujifilm,Compound,*,*,fuji/NNG/*+film/NNG/*
fullhd,,,,NNG,*,F,fullhd,Compound,*,*,full/NNG/*+hd/NNG/*
fullhdledtv,,,,NNG,*,F,fullhdledtv,Compound,*,*,full/NNG/*+hd/NNG/*+led/NNG/*+tv/NNG/*
fullhdtv,,,,NNG,*,F,fullhdtv,Compound,*,*,full/NNG/*+hd/NNG/*+tv/NNG/*
furboots,,,,NNG,*,F,furboots,Compound,*,*,fur/NNG/*+boots/NNG/*
furcharm,,,,NNG,*,F,furcharm,Compound,*,*,fur/NNG/*+charm/NNG/*
furcoat,,,,NNG,*,F,furcoat,Compound,*,*,fur/NNG/*+coat/NNG/*
furjacket,,,,NNG,*,F,furjacket,Compound,*,*,fur/NNG/*+jacket/NNG/*
furjumper,,,,NNG,*,F,furjumper,Compound,*,*,fur/NNG/*+jumper/NNG/*
furlabag,,,,NNG,*,F,furlabag,Compound,*,*,furla/NNG/*+bag/NNG/*
furmuffler,,,,NNG,*,F,furmuffler,Compound,*,*,fur/NNG/*+muffler/NNG/*
furvest,,,,NNG,*,F,furvest,Compound,*,*,fur/NNG/*+vest/NNG/*
galaxyalpha,,,,NNG,*,F,galaxyalpha,Compound,*,*,galaxy/NNG/*+alpha/NNG/*
galaxybeam,,,,NNG,*,F,galaxybeam,Compound,*,*,galaxy/NNG/*+beam/NNG/*
galaxybook,,,,NNG,*,F,galaxybook,Compound,*,*,galaxy/NNG/*+book/NNG/*
galaxyedge,,,,NNG,*,F,galaxyedge,Compound,*,*,galaxy/NNG/*+edge/NNG/*
galaxyfe,,,,NNG,*,F,galaxyfe,Compound,*,*,galaxy/NNG/*+fe/NNG/*
galaxygear,,,,NNG,*,F,galaxygear,Compound,*,*,galaxy/NNG/*+gear/NNG/*
galaxygolden,,,,NNG,*,F,galaxygolden,Compound,*,*,galaxy/NNG/*+golden/NNG/*
galaxygrand,,,,NNG,*,F,galaxygrand,Compound,*,*,galaxy/NNG/*+grand/NNG/*
galaxygrandmax,,,,NNG,*,F,galaxygrandmax,Compound,*,*,galaxy/NNG/*+grand/NNG/*+max/NNG/*
galaxym,,,,NNG,*,F,galaxym,Compound,*,*,galaxy/NNG/*+m/NNG/*
galaxymega,,,,NNG,*,F,galaxymega,Compound,*,*,galaxy/NNG/*+mega/NNG/*
